Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,file_speech,length (s),level_0,Unnamed: 0,file_rir,room,dataset,vol,computed_rt60,rt60,snr,clip_label,file_clip,split,log_vol,log_rt60,log_vol_norm,vol_dnorm,log_rt60_norm,rt60_dnorm,file_feature,boundary_point,rir_sr,BP
14399,14399,14400,/home/cxw/GAN/own_dataset/voice_ace/Speech/M2s4.wav,74.67678005,298,298,/home/cxw/GAN/own_dataset/rirs/BUT_ReverbDB/VUT_FIT_L212/MicID01/SpkID02_20170820_T/01/RIR/IR_sweep_15s_45Hzto22kHz_FS16kHz.v00.wav,VUT_FIT_L212,BUT_ReverbDB,107.6475,0.9153125,0.8921875,0,clip3599_snr_0db,/home/cxw/sonos_rirs/reverb_audio/080322_10K/clip3599_snr_0db.wav,val,2.032003948,1.730351686,0.294754778,2.032003948,0.201864467,1.730351686,/home/cxw/sonos_rirs/features/080122_5k_phase/clip3599_snr_0db.npz,47.06,48000,2258
14403,14403,14404,/home/cxw/GAN/own_dataset/voice_ace/Speech/M5s3.wav,12.31950113,442,442,/home/cxw/GAN/own_dataset/rirs/dechorate_dataset/3_2.wav,cuboid_room,dechorate,86.4,5.27725,5.287554775,0,clip3600_snr_0db,/home/cxw/sonos_rirs/reverb_audio/080322_10K/clip3600_snr_0db.wav,train,1.936513742,3.221236976,0.265349678,1.936513742,0.660965279,3.221236976,/home/cxw/sonos_rirs/features/080122_5k_phase/clip3600_snr_0db.npz,189.46,48000,9094
14407,14407,14408,/home/cxw/GAN/own_dataset/voice_ace/Speech/F4s4.wav,35.92485261,321,321,/home/cxw/GAN/own_dataset/rirs/C4DM/classroomOmni/Omni/25x05y.wav,classroom,C4DM,236.0,1.8976875,1.854630102,0,clip3601_snr_0db,/home/cxw/sonos_rirs/reverb_audio/080322_10K/clip3601_snr_0db.wav,test,2.372912003,2.343454506,0.399733455,2.372912003,0.390662361,2.343454506,/home/cxw/sonos_rirs/features/080122_5k_phase/clip3601_snr_0db.npz,92.14,48000,4422
14411,14411,14412,/home/cxw/GAN/own_dataset/voice_ace/Speech/M7s4.wav,76.17469388,64,64,/home/cxw/GAN/own_dataset/rirs/air/wav/air_meeting_1_0_5.wav,air_meeting,air,124.0,0.6558125,0.66001875,0,clip3602_snr_0db,/home/cxw/sonos_rirs/reverb_audio/080322_10K/clip3602_snr_0db.wav,val,2.093421685,1.477819344,0.313667657,2.093421685,0.124100064,1.477819344,/home/cxw/sonos_rirs/features/080122_5k_phase/clip3602_snr_0db.npz,18.1,48000,868
14415,14415,14416,/home/cxw/GAN/own_dataset/voice_ace/Speech/F5s5.wav,10.45868481,121,121,/home/cxw/GAN/own_dataset/rirs/openair/innocent-railway-tunnel/b-format/tunnel_entrance_b_4way_bformat.wav,innocent-railway-tunnel,openair,2000.0,4.973375,4.884620536,0,clip3603_snr_0db,/home/cxw/sonos_rirs/reverb_audio/080322_10K/clip3603_snr_0db.wav,train,3.301029996,3.154826015,0.685536613,3.301029996,0.640514795,3.154826015,/home/cxw/sonos_rirs/features/080122_5k_phase/clip3603_snr_0db.npz,36.84,48000,1768
14419,14419,14420,/home/cxw/GAN/own_dataset/voice_ace/Speech/F5s3.wav,5.170340136,88,88,/home/cxw/GAN/own_dataset/rirs/openair/central-hall-university-york/b-format/ir_centre_stalls.wav,central-hall-university-york,openair,1560.0,1.4296875,1.35175,0,clip3604_snr_0db,/home/cxw/sonos_rirs/reverb_audio/080322_10K/clip3604_snr_0db.wav,test,3.193124598,2.07845746,0.652308399,3.193124598,0.309059598,2.07845746,/home/cxw/sonos_rirs/features/080122_5k_phase/clip3604_snr_0db.npz,71.09,48000,3412
14423,14423,14424,/home/cxw/GAN/own_dataset/voice_ace/Speech/F1s5.wav,11.59564626,554,554,/home/cxw/GAN/own_dataset/rirs/BJUT/tsg_417_z.wav,tsg_417,BJUT,179.41,5.4270625,5.400166667,0,clip3605_snr_0db,/home/cxw/sonos_rirs/reverb_audio/080322_10K/clip3605_snr_0db.wav,train,2.253846646,3.238893586,0.363068661,2.253846646,0.666402428,3.238893586,/home/cxw/sonos_rirs/features/080122_5k_phase/clip3605_snr_0db.npz,14.15,48000,679
14427,14427,14428,/home/cxw/GAN/own_dataset/voice_ace/Speech/M1s4.wav,46.56852608,488,488,/home/cxw/GAN/own_dataset/rirs/dechorate_dataset/6_29.wav,cuboid_room,dechorate,86.4,5.27175,5.287554775,0,clip3606_snr_0db,/home/cxw/sonos_rirs/reverb_audio/080322_10K/clip3606_snr_0db.wav,val,1.936513742,3.221236976,0.265349678,1.936513742,0.660965279,3.221236976,/home/cxw/sonos_rirs/features/080122_5k_phase/clip3606_snr_0db.npz,214.88,48000,10314
14431,14431,14432,/home/cxw/GAN/own_dataset/voice_ace/Speech/M3s3.wav,11.29501134,509,509,/home/cxw/GAN/own_dataset/pra/080322_pra/080322_pra_room2.wav,080322_pra_room2,080322_pra,57.54399373,2.312625,2.312625,0,clip3607_snr_0db,/home/cxw/sonos_rirs/reverb_audio/080322_10K/clip3607_snr_0db.wav,train,1.76,2.528364539,0.210994321,1.76,0.447603258,2.528364539,/home/cxw/sonos_rirs/features/080122_5k_phase/clip3607_snr_0db.npz,25.12,48000,1205
14435,14435,14436,/home/cxw/GAN/own_dataset/voice_ace/Speech/M9s4.wav,25.04253968,254,254,/home/cxw/GAN/own_dataset/rirs/openair/york-guildhall-council-chamber/b-format/councilchamber_s2_r2_ir_1_96000.wav,york-guildhall-council-chamber,openair,15700.0,4.3666875,4.3930625,0,clip3608_snr_0db,/home/cxw/sonos_rirs/reverb_audio/080322_10K/clip3608_snr_0db.wav,train,4.195899652,3.065960292,0.961101333,4.195899652,0.613149628,3.065960292,/home/cxw/sonos_rirs/features/080122_5k_phase/clip3608_snr_0db.npz,95.4,48000,4579
14439,14439,14440,/home/cxw/GAN/own_dataset/voice_ace/Speech/M2s5.wav,12.92294785,507,507,/home/cxw/GAN/own_dataset/pra/080322_pra/080322_pra_room0.wav,080322_pra_room0,080322_pra,19.95262315,1.436625,1.436625,0,clip3609_snr_0db,/home/cxw/sonos_rirs/reverb_audio/080322_10K/clip3609_snr_0db.wav,train,1.3,2.129479159,0.069342662,1.3,0.324771137,2.129479159,/home/cxw/sonos_rirs/features/080122_5k_phase/clip3609_snr_0db.npz,14.29,48000,685
14443,14443,14444,/home/cxw/GAN/own_dataset/voice_ace/Speech/M2s5.wav,12.92294785,11,11,/home/cxw/GAN/own_dataset/rirs/ace/Single/Office_1/2/Single_502_2_RIR.wav,ace_Office_1,ace,47.3,0.48525,1.77696875,0,clip3610_snr_0db,/home/cxw/sonos_rirs/reverb_audio/080322_10K/clip3610_snr_0db.wav,train,1.674861141,2.307614718,0.184776798,1.674861141,0.379625914,2.307614718,/home/cxw/sonos_rirs/features/080122_5k_phase/clip3610_snr_0db.npz,20.69,48000,993
14447,14447,14448,/home/cxw/GAN/own_dataset/voice_ace/Speech/M4s3.wav,7.553696145,407,407,/home/cxw/GAN/own_dataset/rirs/C4DM/octagonOmni/Omni/x10y06.wav,octagon,C4DM,9500.0,1.85475,1.877630859,0,clip3611_snr_0db,/home/cxw/sonos_rirs/reverb_audio/080322_10K/clip3611_snr_0db.wav,train,3.977723605,2.353781353,0.893916553,3.977723605,0.393842393,2.353781353,/home/cxw/sonos_rirs/features/080122_5k_phase/clip3611_snr_0db.npz,184.01,48000,8832
14451,14451,14452,/home/cxw/GAN/own_dataset/voice_ace/Speech/F4s4.wav,35.92485261,72,72,/home/cxw/GAN/own_dataset/rirs/air/wav/air_office_0_0_3.wav,air_office,air,92.8,0.646625,0.658973958,0,clip3612_snr_0db,/home/cxw/sonos_rirs/reverb_audio/080322_10K/clip3612_snr_0db.wav,val,1.967547976,1.476492011,0.27490631,1.967547976,0.123691328,1.476492011,/home/cxw/sonos_rirs/features/080122_5k_phase/clip3612_snr_0db.npz,33.79,48000,1621
14455,14455,14456,/home/cxw/GAN/own_dataset/voice_ace/Speech/M5s5.wav,16.13283447,114,114,/home/cxw/GAN/own_dataset/rirs/openair/heslington-church-vaa-group-2/b-format/impulseresponseheslingtonchurch-006.wav,heslington-church-vaa-group-2,openair,9000.0,2.3233125,2.336839286,0,clip3613_snr_0db,/home/cxw/sonos_rirs/reverb_audio/080322_10K/clip3613_snr_0db.wav,train,3.954242509,2.537091535,0.886685822,3.954242509,0.450290635,2.537091535,/home/cxw/sonos_rirs/features/080122_5k_phase/clip3613_snr_0db.npz,190.98,48000,9167
14459,14459,14460,/home/cxw/GAN/own_dataset/voice_ace/Speech/M5s3.wav,12.31950113,353,353,/home/cxw/GAN/own_dataset/rirs/C4DM/classroomOmni/Omni/60x45y.wav,classroom,C4DM,236.0,1.8403125,1.854630102,0,clip3614_snr_0db,/home/cxw/sonos_rirs/reverb_audio/080322_10K/clip3614_snr_0db.wav,train,2.372912003,2.343454506,0.399733455,2.372912003,0.390662361,2.343454506,/home/cxw/sonos_rirs/features/080122_5k_phase/clip3614_snr_0db.npz,193.82,48000,9303
14463,14463,14464,/home/cxw/GAN/own_dataset/voice_ace/Speech/M5s5.wav,16.13283447,370,370,/home/cxw/GAN/own_dataset/rirs/C4DM/octagonOmni/Omni/x04y03.wav,octagon,C4DM,9500.0,1.9766875,1.877630859,0,clip3615_snr_0db,/home/cxw/sonos_rirs/reverb_audio/080322_10K/clip3615_snr_0db.wav,test,3.977723605,2.353781353,0.893916553,3.977723605,0.393842393,2.353781353,/home/cxw/sonos_rirs/features/080122_5k_phase/clip3615_snr_0db.npz,63.98,48000,3071
14467,14467,14468,/home/cxw/GAN/own_dataset/voice_ace/Speech/F4s4.wav,35.92485261,563,563,/home/cxw/GAN/own_dataset/rirs/BJUT/tsg_B1ltj_z.wav,tsg_B1ltj,BJUT,61.83,5.4220625,5.417270833,0,clip3616_snr_0db,/home/cxw/sonos_rirs/reverb_audio/080322_10K/clip3616_snr_0db.wav,test,1.791199246,3.241543123,0.220601766,1.791199246,0.667218322,3.241543123,/home/cxw/sonos_rirs/features/080122_5k_phase/clip3616_snr_0db.npz,11.86,48000,569
14471,14471,14472,/home/cxw/GAN/own_dataset/voice_ace/Speech/M3s3.wav,11.29501134,304,304,/home/cxw/GAN/own_dataset/rirs/BUT_ReverbDB/VUT_FIT_L227/MicID01/SpkID11_20180110_T/01/RIR/IR_sweep_15s_45Hzto22kHz_FS16kHz.v00.wav,VUT_FIT_L227,BUT_ReverbDB,229.0173081,0.81075,0.8960625,0,clip3617_snr_0db,/home/cxw/sonos_rirs/reverb_audio/080322_10K/clip3617_snr_0db.wav,val,2.359868306,1.73398277,0.3957168,2.359868306,0.202982617,1.73398277,/home/cxw/sonos_rirs/features/080122_5k_phase/clip3617_snr_0db.npz,260.94,48000,12525
14475,14475,14476,/home/cxw/GAN/own_dataset/voice_ace/Speech/M6s3.wav,6.366621315,482,482,/home/cxw/GAN/own_dataset/rirs/dechorate_dataset/6_16.wav,cuboid_room,dechorate,86.4,5.2845625,5.287554775,0,clip3618_snr_0db,/home/cxw/sonos_rirs/reverb_audio/080322_10K/clip3618_snr_0db.wav,test,1.936513742,3.221236976,0.265349678,1.936513742,0.660965279,3.221236976,/home/cxw/sonos_rirs/features/080122_5k_phase/clip3618_snr_0db.npz,194.08,48000,9315
14479,14479,14480,/home/cxw/GAN/own_dataset/voice_ace/Speech/M5s4.wav,96.99868481,451,451,/home/cxw/GAN/own_dataset/rirs/dechorate_dataset/3_5.wav,cuboid_room,dechorate,86.4,5.2736875,5.287554775,0,clip3619_snr_0db,/home/cxw/sonos_rirs/reverb_audio/080322_10K/clip3619_snr_0db.wav,train,1.936513742,3.221236976,0.265349678,1.936513742,0.660965279,3.221236976,/home/cxw/sonos_rirs/features/080122_5k_phase/clip3619_snr_0db.npz,193.76,48000,9300
14483,14483,14484,/home/cxw/GAN/own_dataset/voice_ace/Speech/M4s5.wav,10.38770975,81,81,/home/cxw/GAN/own_dataset/rirs/air/wav/air_office_1_1_3.wav,air_office,air,92.8,0.6415625,0.658973958,0,clip3620_snr_0db,/home/cxw/sonos_rirs/reverb_audio/080322_10K/clip3620_snr_0db.wav,train,1.967547976,1.476492011,0.27490631,1.967547976,0.123691328,1.476492011,/home/cxw/sonos_rirs/features/080122_5k_phase/clip3620_snr_0db.npz,36.33,48000,1743
14487,14487,14488,/home/cxw/GAN/own_dataset/voice_ace/Speech/M4s4.wav,77.58721088,32,32,/home/cxw/GAN/own_dataset/rirs/air/wav/air_lecture_0_1_1.wav,air_lecture,air,370.818,1.33675,1.288351563,0,clip3621_snr_0db,/home/cxw/sonos_rirs/reverb_audio/080322_10K/clip3621_snr_0db.wav,train,2.569160807,2.038210457,0.460165995,2.569160807,0.296666,2.038210457,/home/cxw/sonos_rirs/features/080122_5k_phase/clip3621_snr_0db.npz,7.88,48000,378
14491,14491,14492,/home/cxw/GAN/own_dataset/voice_ace/Speech/F1s5.wav,11.59564626,371,371,/home/cxw/GAN/own_dataset/rirs/C4DM/octagonOmni/Omni/x04y04.wav,octagon,C4DM,9500.0,1.9466875,1.877630859,0,clip3622_snr_0db,/home/cxw/sonos_rirs/reverb_audio/080322_10K/clip3622_snr_0db.wav,test,3.977723605,2.353781353,0.893916553,3.977723605,0.393842393,2.353781353,/home/cxw/sonos_rirs/features/080122_5k_phase/clip3622_snr_0db.npz,104.62,48000,5021
14495,14495,14496,/home/cxw/GAN/own_dataset/voice_ace/Speech/F3s5.wav,12.6770068,152,152,/home/cxw/GAN/own_dataset/rirs/openair/spring-lane-building-university-york/b-format/sp1_mp3_ir_bformat_trimmed.wav,spring-lane-building-university-york,openair,9000.0,3.3089375,3.25745625,0,clip3623_snr_0db,/home/cxw/sonos_rirs/reverb_audio/080322_10K/clip3623_snr_0db.wav,test,3.954242509,2.81537851,0.886685822,3.954242509,0.535985878,2.81537851,/home/cxw/sonos_rirs/features/080122_5k_phase/clip3623_snr_0db.npz,107.76,48000,5172
14499,14499,14500,/home/cxw/GAN/own_dataset/voice_ace/Speech/F2s4.wav,74.94340136,100,100,/home/cxw/GAN/own_dataset/rirs/openair/genesis-6-studio-live-room-drum-set/b-format/crash_ir.wav,genesis-6-studio-live-room-drum-set,openair,2300.0,0.6364375,1.10634375,0,clip3624_snr_0db,/home/cxw/sonos_rirs/reverb_audio/080322_10K/clip3624_snr_0db.wav,train,3.361727836,1.910604703,0.704227809,3.361727836,0.25737129,1.910604703,/home/cxw/sonos_rirs/features/080122_5k_phase/clip3624_snr_0db.npz,29.39,48000,1410
14503,14503,14504,/home/cxw/GAN/own_dataset/voice_ace/Speech/F3s4.wav,81.64875283,220,220,/home/cxw/GAN/own_dataset/rirs/openair/st-margarets-church-national-centre-early-music/b-format/r3_3rd_configuration.wav,st-margarets-church-national-centre-early-music,openair,2600.0,13.9674375,13.64459215,0,clip3625_snr_0db,/home/cxw/sonos_rirs/reverb_audio/080322_10K/clip3625_snr_0db.wav,val,3.414973348,4.015500611,0.720624146,3.414973348,0.905549543,4.015500611,/home/cxw/sonos_rirs/features/080122_5k_phase/clip3625_snr_0db.npz,128.15,48000,6151
14507,14507,14508,/home/cxw/GAN/own_dataset/voice_ace/Speech/F3s5.wav,12.6770068,204,204,/home/cxw/GAN/own_dataset/rirs/openair/st-margarets-church-national-centre-early-music/b-format/r23_2nd_configuration.wav,st-margarets-church-national-centre-early-music,openair,2600.0,12.755625,13.64459215,0,clip3626_snr_0db,/home/cxw/sonos_rirs/reverb_audio/080322_10K/clip3626_snr_0db.wav,train,3.414973348,4.015500611,0.720624146,3.414973348,0.905549543,4.015500611,/home/cxw/sonos_rirs/features/080122_5k_phase/clip3626_snr_0db.npz,35.98,48000,1727
14511,14511,14512,/home/cxw/GAN/own_dataset/voice_ace/Speech/M1s5.wav,12.71292517,206,206,/home/cxw/GAN/own_dataset/rirs/openair/st-margarets-church-national-centre-early-music/b-format/r24_1st_configuration.wav,st-margarets-church-national-centre-early-music,openair,2600.0,13.86875,13.64459215,0,clip3627_snr_0db,/home/cxw/sonos_rirs/reverb_audio/080322_10K/clip3627_snr_0db.wav,train,3.414973348,4.015500611,0.720624146,3.414973348,0.905549543,4.015500611,/home/cxw/sonos_rirs/features/080122_5k_phase/clip3627_snr_0db.npz,83.12,48000,3989
14515,14515,14516,/home/cxw/GAN/own_dataset/voice_ace/Speech/F2s4.wav,74.94340136,279,279,/home/cxw/GAN/own_dataset/rirs/BUT_ReverbDB/VUT_FIT_C236/MicID01/SpkID10_20190503_S/01/RIR/IR_sweep_15s_45Hzto22kHz_FS16kHz.v00.wav,VUT_FIT_C236,BUT_ReverbDB,102.1183832,0.9335625,0.93413125,0,clip3628_snr_0db,/home/cxw/sonos_rirs/reverb_audio/080322_10K/clip3628_snr_0db.wav,test,2.00910393,1.768842685,0.287702983,2.00910393,0.213717323,1.768842685,/home/cxw/sonos_rirs/features/080122_5k_phase/clip3628_snr_0db.npz,94.75,48000,4548
14519,14519,14520,/home/cxw/GAN/own_dataset/voice_ace/Speech/M4s3.wav,7.553696145,228,228,/home/cxw/GAN/own_dataset/rirs/openair/st-margarets-church-national-centre-early-music/b-format/r6_2nd_configuration.wav,st-margarets-church-national-centre-early-music,openair,2600.0,12.89225,13.64459215,0,clip3629_snr_0db,/home/cxw/sonos_rirs/reverb_audio/080322_10K/clip3629_snr_0db.wav,test,3.414973348,4.015500611,0.720624146,3.414973348,0.905549543,4.015500611,/home/cxw/sonos_rirs/features/080122_5k_phase/clip3629_snr_0db.npz,96.82,48000,4647
14523,14523,14524,/home/cxw/GAN/own_dataset/voice_ace/Speech/F2s5.wav,12.91954649,382,382,/home/cxw/GAN/own_dataset/rirs/C4DM/octagonOmni/Omni/x05y09.wav,octagon,C4DM,9500.0,1.8558125,1.877630859,0,clip3630_snr_0db,/home/cxw/sonos_rirs/reverb_audio/080322_10K/clip3630_snr_0db.wav,train,3.977723605,2.353781353,0.893916553,3.977723605,0.393842393,2.353781353,/home/cxw/sonos_rirs/features/080122_5k_phase/clip3630_snr_0db.npz,203.05,48000,9746
14527,14527,14528,/home/cxw/GAN/own_dataset/voice_ace/Speech/M3s4.wav,78.63428571,275,275,/home/cxw/GAN/own_dataset/rirs/BUT_ReverbDB/VUT_FIT_C236/MicID01/SpkID06_20190503_S/01/RIR/IR_sweep_15s_45Hzto22kHz_FS16kHz.v00.wav,VUT_FIT_C236,BUT_ReverbDB,102.1183832,0.9091875,0.93413125,0,clip3631_snr_0db,/home/cxw/sonos_rirs/reverb_audio/080322_10K/clip3631_snr_0db.wav,val,2.00910393,1.768842685,0.287702983,2.00910393,0.213717323,1.768842685,/home/cxw/sonos_rirs/features/080122_5k_phase/clip3631_snr_0db.npz,113.88,48000,5466
14531,14531,14532,/home/cxw/GAN/own_dataset/voice_ace/Speech/F3s4.wav,81.64875283,370,370,/home/cxw/GAN/own_dataset/rirs/C4DM/octagonOmni/Omni/x04y03.wav,octagon,C4DM,9500.0,1.9766875,1.877630859,0,clip3632_snr_0db,/home/cxw/sonos_rirs/reverb_audio/080322_10K/clip3632_snr_0db.wav,test,3.977723605,2.353781353,0.893916553,3.977723605,0.393842393,2.353781353,/home/cxw/sonos_rirs/features/080122_5k_phase/clip3632_snr_0db.npz,63.98,48000,3071
14535,14535,14536,/home/cxw/GAN/own_dataset/voice_ace/Speech/M4s4.wav,77.58721088,68,68,/home/cxw/GAN/own_dataset/rirs/air/wav/air_meeting_1_1_4.wav,air_meeting,air,124.0,0.662125,0.66001875,0,clip3633_snr_0db,/home/cxw/sonos_rirs/reverb_audio/080322_10K/clip3633_snr_0db.wav,train,2.093421685,1.477819344,0.313667657,2.093421685,0.124100064,1.477819344,/home/cxw/sonos_rirs/features/080122_5k_phase/clip3633_snr_0db.npz,7.5,48000,360
14539,14539,14540,/home/cxw/GAN/own_dataset/voice_ace/Speech/F4s4.wav,35.92485261,48,48,/home/cxw/GAN/own_dataset/rirs/air/wav/air_lecture_1_1_5.wav,air_lecture,air,370.818,1.2723125,1.288351563,0,clip3634_snr_0db,/home/cxw/sonos_rirs/reverb_audio/080322_10K/clip3634_snr_0db.wav,train,2.569160807,2.038210457,0.460165995,2.569160807,0.296666,2.038210457,/home/cxw/sonos_rirs/features/080122_5k_phase/clip3634_snr_0db.npz,74.12,48000,3557
14543,14543,14544,/home/cxw/GAN/own_dataset/voice_ace/Speech/M7s3.wav,10.53410431,299,299,/home/cxw/GAN/own_dataset/rirs/BUT_ReverbDB/VUT_FIT_L212/MicID01/SpkID03_20170820_S/01/RIR/IR_sweep_15s_45Hzto22kHz_FS16kHz.v00.wav,VUT_FIT_L212,BUT_ReverbDB,107.6475,0.8695,0.8921875,0,clip3635_snr_0db,/home/cxw/sonos_rirs/reverb_audio/080322_10K/clip3635_snr_0db.wav,val,2.032003948,1.730351686,0.294754778,2.032003948,0.201864467,1.730351686,/home/cxw/sonos_rirs/features/080122_5k_phase/clip3635_snr_0db.npz,93.94,48000,4509
14547,14547,14548,/home/cxw/GAN/own_dataset/voice_ace/Speech/M5s4.wav,96.99868481,388,388,/home/cxw/GAN/own_dataset/rirs/C4DM/octagonOmni/Omni/x06y11.wav,octagon,C4DM,9500.0,1.8491875,1.877630859,0,clip3636_snr_0db,/home/cxw/sonos_rirs/reverb_audio/080322_10K/clip3636_snr_0db.wav,train,3.977723605,2.353781353,0.893916553,3.977723605,0.393842393,2.353781353,/home/cxw/sonos_rirs/features/080122_5k_phase/clip3636_snr_0db.npz,207.61,48000,9965
14551,14551,14552,/home/cxw/GAN/own_dataset/voice_ace/Speech/M7s3.wav,10.53410431,342,342,/home/cxw/GAN/own_dataset/rirs/C4DM/classroomOmni/Omni/55x10y.wav,classroom,C4DM,236.0,1.82725,1.854630102,0,clip3637_snr_0db,/home/cxw/sonos_rirs/reverb_audio/080322_10K/clip3637_snr_0db.wav,val,2.372912003,2.343454506,0.399733455,2.372912003,0.390662361,2.343454506,/home/cxw/sonos_rirs/features/080122_5k_phase/clip3637_snr_0db.npz,214.29,48000,10285
14555,14555,14556,/home/cxw/GAN/own_dataset/voice_ace/Speech/M3s4.wav,78.63428571,406,406,/home/cxw/GAN/own_dataset/rirs/C4DM/octagonOmni/Omni/x09y11.wav,octagon,C4DM,9500.0,1.839,1.877630859,0,clip3638_snr_0db,/home/cxw/sonos_rirs/reverb_audio/080322_10K/clip3638_snr_0db.wav,val,3.977723605,2.353781353,0.893916553,3.977723605,0.393842393,2.353781353,/home/cxw/sonos_rirs/features/080122_5k_phase/clip3638_snr_0db.npz,225.26,48000,10812
14559,14559,14560,/home/cxw/GAN/own_dataset/voice_ace/Speech/M6s3.wav,6.366621315,504,504,/home/cxw/GAN/own_dataset/rirs/dechorate_dataset/7_6.wav,cuboid_room,dechorate,86.4,5.25975,5.287554775,0,clip3639_snr_0db,/home/cxw/sonos_rirs/reverb_audio/080322_10K/clip3639_snr_0db.wav,val,1.936513742,3.221236976,0.265349678,1.936513742,0.660965279,3.221236976,/home/cxw/sonos_rirs/features/080122_5k_phase/clip3639_snr_0db.npz,254.88,48000,12234
14563,14563,14564,/home/cxw/GAN/own_dataset/voice_ace/Speech/F2s3.wav,15.10145125,330,330,/home/cxw/GAN/own_dataset/rirs/C4DM/classroomOmni/Omni/35x25y.wav,classroom,C4DM,236.0,1.85825,1.854630102,0,clip3640_snr_0db,/home/cxw/sonos_rirs/reverb_audio/080322_10K/clip3640_snr_0db.wav,train,2.372912003,2.343454506,0.399733455,2.372912003,0.390662361,2.343454506,/home/cxw/sonos_rirs/features/080122_5k_phase/clip3640_snr_0db.npz,167.27,48000,8028
14567,14567,14568,/home/cxw/GAN/own_dataset/voice_ace/Speech/F3s4.wav,81.64875283,244,244,/home/cxw/GAN/own_dataset/rirs/openair/tyndall-bruce-monument/b-format/tyndall_bruce_b_format.wav,tyndall-bruce-monument,openair,3500.0,4.555,4.555,0,clip3641_snr_0db,/home/cxw/sonos_rirs/reverb_audio/080322_10K/clip3641_snr_0db.wav,val,3.544068044,3.096289284,0.760377358,3.544068044,0.622489089,3.096289284,/home/cxw/sonos_rirs/features/080122_5k_phase/clip3641_snr_0db.npz,4.75,48000,228
14571,14571,14572,/home/cxw/GAN/own_dataset/voice_ace/Speech/M5s4.wav,96.99868481,288,288,/home/cxw/GAN/own_dataset/rirs/BUT_ReverbDB/VUT_FIT_L207/MicID01/SpkID01_20171223_S/01/RIR/IR_sweep_15s_45Hzto22kHz_FS16kHz.v00.wav,VUT_FIT_L207,BUT_ReverbDB,99.50840172,0.9355,0.898902778,0,clip3642_snr_0db,/home/cxw/sonos_rirs/reverb_audio/080322_10K/clip3642_snr_0db.wav,train,1.997859751,1.736634304,0.284240469,1.997859751,0.203799126,1.736634304,/home/cxw/sonos_rirs/features/080122_5k_phase/clip3642_snr_0db.npz,26.88,48000,1290
14575,14575,14576,/home/cxw/GAN/own_dataset/voice_ace/Speech/F5s4.wav,76.12503401,277,277,/home/cxw/GAN/own_dataset/rirs/BUT_ReverbDB/VUT_FIT_C236/MicID01/SpkID08_20190503_S/01/RIR/IR_sweep_15s_45Hzto22kHz_FS16kHz.v00.wav,VUT_FIT_C236,BUT_ReverbDB,102.1183832,0.945625,0.93413125,0,clip3643_snr_0db,/home/cxw/sonos_rirs/reverb_audio/080322_10K/clip3643_snr_0db.wav,train,2.00910393,1.768842685,0.287702983,2.00910393,0.213717323,1.768842685,/home/cxw/sonos_rirs/features/080122_5k_phase/clip3643_snr_0db.npz,72.88,48000,3498
14579,14579,14580,/home/cxw/GAN/own_dataset/voice_ace/Speech/M7s3.wav,10.53410431,552,552,/home/cxw/GAN/own_dataset/rirs/BJUT/tsg_417_j.wav,tsg_417,BJUT,179.41,5.428,5.400166667,0,clip3644_snr_0db,/home/cxw/sonos_rirs/reverb_audio/080322_10K/clip3644_snr_0db.wav,train,2.253846646,3.238893586,0.363068661,2.253846646,0.666402428,3.238893586,/home/cxw/sonos_rirs/features/080122_5k_phase/clip3644_snr_0db.npz,13.04,48000,625
14583,14583,14584,/home/cxw/GAN/own_dataset/voice_ace/Speech/M5s3.wav,12.31950113,489,489,/home/cxw/GAN/own_dataset/rirs/dechorate_dataset/6_6.wav,cuboid_room,dechorate,86.4,5.2734375,5.287554775,0,clip3645_snr_0db,/home/cxw/sonos_rirs/reverb_audio/080322_10K/clip3645_snr_0db.wav,train,1.936513742,3.221236976,0.265349678,1.936513742,0.660965279,3.221236976,/home/cxw/sonos_rirs/features/080122_5k_phase/clip3645_snr_0db.npz,209.75,48000,10068
14587,14587,14588,/home/cxw/GAN/own_dataset/voice_ace/Speech/M2s5.wav,12.92294785,256,256,/home/cxw/GAN/own_dataset/rirs/openair/york-guildhall-council-chamber/b-format/councilchamber_s2_r4_ir_1_96000.wav,york-guildhall-council-chamber,openair,15700.0,4.3623125,4.3930625,0,clip3646_snr_0db,/home/cxw/sonos_rirs/reverb_audio/080322_10K/clip3646_snr_0db.wav,train,4.195899652,3.065960292,0.961101333,4.195899652,0.613149628,3.065960292,/home/cxw/sonos_rirs/features/080122_5k_phase/clip3646_snr_0db.npz,96.2,48000,4617
14591,14591,14592,/home/cxw/GAN/own_dataset/voice_ace/Speech/F2s4.wav,74.94340136,421,421,/home/cxw/GAN/own_dataset/rirs/dechorate_dataset/1_20.wav,cuboid_room,dechorate,86.4,5.2826875,5.287554775,0,clip3647_snr_0db,/home/cxw/sonos_rirs/reverb_audio/080322_10K/clip3647_snr_0db.wav,test,1.936513742,3.221236976,0.265349678,1.936513742,0.660965279,3.221236976,/home/cxw/sonos_rirs/features/080122_5k_phase/clip3647_snr_0db.npz,183.85,48000,8824
