Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,file_speech,length (s),level_0,Unnamed: 0,file_rir,room,dataset,vol,computed_rt60,rt60,snr,clip_label,file_clip,split,log_vol,log_rt60,log_vol_norm,vol_dnorm,log_rt60_norm,rt60_dnorm,file_feature
11863,11863,11864,/home/cxw/GAN/own_dataset/voice_ace/Speech/M2s5.wav,12.92294785,391,391,/home/cxw/GAN/own_dataset/rirs/C4DM/octagonOmni/Omni/x07y02.wav,octagon,C4DM,9500,1.980375,1.877630859,0,clip2965_snr_0db,/home/cxw/sonos_rirs/reverb_audio/080322_10K/clip2965_snr_0db.wav,test,3.977723605,2.353781353,0.893916553,3.977723605,0.393842393,2.353781353,/home/cxw/sonos_rirs/features/080122_5k_phase/clip2965_snr_0db.npz
11867,11867,11868,/home/cxw/GAN/own_dataset/voice_ace/Speech/M2s4.wav,74.67678005,411,411,/home/cxw/GAN/own_dataset/rirs/C4DM/octagonOmni/Omni/x11y03.wav,octagon,C4DM,9500,1.847625,1.877630859,0,clip2966_snr_0db,/home/cxw/sonos_rirs/reverb_audio/080322_10K/clip2966_snr_0db.wav,val,3.977723605,2.353781353,0.893916553,3.977723605,0.393842393,2.353781353,/home/cxw/sonos_rirs/features/080122_5k_phase/clip2966_snr_0db.npz
11871,11871,11872,/home/cxw/GAN/own_dataset/voice_ace/Speech/M8s4.wav,53.80512472,517,517,/home/cxw/GAN/own_dataset/pra/080322_pra/080322_pra_room10.wav,080322_pra_room10,080322_pra,158.4893192,3.7666875,3.7666875,0,clip2967_snr_0db,/home/cxw/sonos_rirs/reverb_audio/080322_10K/clip2967_snr_0db.wav,val,2.2,2.937074533,0.346487211,2.2,0.573460755,2.937074533,/home/cxw/sonos_rirs/features/080122_5k_phase/clip2967_snr_0db.npz
11875,11875,11876,/home/cxw/GAN/own_dataset/voice_ace/Speech/F4s5.wav,12.10984127,502,502,/home/cxw/GAN/own_dataset/rirs/dechorate_dataset/7_30.wav,cuboid_room,dechorate,86.4,5.297125,5.287554775,0,clip2968_snr_0db,/home/cxw/sonos_rirs/reverb_audio/080322_10K/clip2968_snr_0db.wav,train,1.936513742,3.221236976,0.265349678,1.936513742,0.660965279,3.221236976,/home/cxw/sonos_rirs/features/080122_5k_phase/clip2968_snr_0db.npz
11879,11879,11880,/home/cxw/GAN/own_dataset/voice_ace/Speech/M6s3.wav,6.366621315,203,203,/home/cxw/GAN/own_dataset/rirs/openair/st-margarets-church-national-centre-early-music/b-format/r23_1st_configuration.wav,st-margarets-church-national-centre-early-music,openair,2600,11.795625,13.64459215,0,clip2969_snr_0db,/home/cxw/sonos_rirs/reverb_audio/080322_10K/clip2969_snr_0db.wav,train,3.414973348,4.015500611,0.720624146,3.414973348,0.905549543,4.015500611,/home/cxw/sonos_rirs/features/080122_5k_phase/clip2969_snr_0db.npz
11883,11883,11884,/home/cxw/GAN/own_dataset/voice_ace/Speech/F1s4.wav,67.04730159,557,557,/home/cxw/GAN/own_dataset/rirs/BJUT/tsg_427_z.wav,tsg_427,BJUT,53.3,5.4290625,5.422645833,0,clip2970_snr_0db,/home/cxw/sonos_rirs/reverb_audio/080322_10K/clip2970_snr_0db.wav,test,1.726727209,3.242374015,0.200748351,1.726727209,0.667474185,3.242374015,/home/cxw/sonos_rirs/features/080122_5k_phase/clip2970_snr_0db.npz
11887,11887,11888,/home/cxw/GAN/own_dataset/voice_ace/Speech/M3s3.wav,11.29501134,516,516,/home/cxw/GAN/own_dataset/pra/080322_pra/080322_pra_room9.wav,080322_pra_room9,080322_pra,154.8816619,3.6565,3.6565,0,clip2971_snr_0db,/home/cxw/sonos_rirs/reverb_audio/080322_10K/clip2971_snr_0db.wav,test,2.19,2.912199371,0.343407828,2.19,0.565800738,2.912199371,/home/cxw/sonos_rirs/features/080122_5k_phase/clip2971_snr_0db.npz
11891,11891,11892,/home/cxw/GAN/own_dataset/voice_ace/Speech/M2s4.wav,74.67678005,191,191,/home/cxw/GAN/own_dataset/rirs/openair/st-margarets-church-national-centre-early-music/b-format/r1_1st_configuration.wav,st-margarets-church-national-centre-early-music,openair,2600,14.5533125,13.64459215,0,clip2972_snr_0db,/home/cxw/sonos_rirs/reverb_audio/080322_10K/clip2972_snr_0db.wav,test,3.414973348,4.015500611,0.720624146,3.414973348,0.905549543,4.015500611,/home/cxw/sonos_rirs/features/080122_5k_phase/clip2972_snr_0db.npz
11895,11895,11896,/home/cxw/GAN/own_dataset/voice_ace/Speech/F2s3.wav,15.10145125,182,182,/home/cxw/GAN/own_dataset/rirs/openair/st-margarets-church-national-centre-early-music/b-format/r17_1st_configuration.wav,st-margarets-church-national-centre-early-music,openair,2600,13.929,13.64459215,0,clip2973_snr_0db,/home/cxw/sonos_rirs/reverb_audio/080322_10K/clip2973_snr_0db.wav,train,3.414973348,4.015500611,0.720624146,3.414973348,0.905549543,4.015500611,/home/cxw/sonos_rirs/features/080122_5k_phase/clip2973_snr_0db.npz
11899,11899,11900,/home/cxw/GAN/own_dataset/voice_ace/Speech/M5s3.wav,12.31950113,48,48,/home/cxw/GAN/own_dataset/rirs/air/wav/air_lecture_1_1_5.wav,air_lecture,air,370.818,1.2723125,1.288351563,0,clip2974_snr_0db,/home/cxw/sonos_rirs/reverb_audio/080322_10K/clip2974_snr_0db.wav,val,2.569160807,2.038210457,0.460165995,2.569160807,0.296666,2.038210457,/home/cxw/sonos_rirs/features/080122_5k_phase/clip2974_snr_0db.npz
11903,11903,11904,/home/cxw/GAN/own_dataset/voice_ace/Speech/M3s4.wav,78.63428571,177,177,/home/cxw/GAN/own_dataset/rirs/openair/st-margarets-church-national-centre-early-music/b-format/r15_2nd_configuration.wav,st-margarets-church-national-centre-early-music,openair,2600,12.6226875,13.64459215,0,clip2975_snr_0db,/home/cxw/sonos_rirs/reverb_audio/080322_10K/clip2975_snr_0db.wav,test,3.414973348,4.015500611,0.720624146,3.414973348,0.905549543,4.015500611,/home/cxw/sonos_rirs/features/080122_5k_phase/clip2975_snr_0db.npz
11907,11907,11908,/home/cxw/GAN/own_dataset/voice_ace/Speech/F5s3.wav,5.170340136,326,326,/home/cxw/GAN/own_dataset/rirs/C4DM/classroomOmni/Omni/35x00y.wav,classroom,C4DM,236,1.941125,1.854630102,0,clip2976_snr_0db,/home/cxw/sonos_rirs/reverb_audio/080322_10K/clip2976_snr_0db.wav,val,2.372912003,2.343454506,0.399733455,2.372912003,0.390662361,2.343454506,/home/cxw/sonos_rirs/features/080122_5k_phase/clip2976_snr_0db.npz
11911,11911,11912,/home/cxw/GAN/own_dataset/voice_ace/Speech/F2s5.wav,12.91954649,211,211,/home/cxw/GAN/own_dataset/rirs/openair/st-margarets-church-national-centre-early-music/b-format/r25_3rd_configuration.wav,st-margarets-church-national-centre-early-music,openair,2600,13.818625,13.64459215,0,clip2977_snr_0db,/home/cxw/sonos_rirs/reverb_audio/080322_10K/clip2977_snr_0db.wav,val,3.414973348,4.015500611,0.720624146,3.414973348,0.905549543,4.015500611,/home/cxw/sonos_rirs/features/080122_5k_phase/clip2977_snr_0db.npz
11915,11915,11916,/home/cxw/GAN/own_dataset/voice_ace/Speech/F3s4.wav,81.64875283,541,541,/home/cxw/GAN/own_dataset/rirs/BJUT/sijiao_219_q.wav,sijiao_219,BJUT,387.09,5.425125,5.428166667,0,clip2978_snr_0db,/home/cxw/sonos_rirs/reverb_audio/080322_10K/clip2978_snr_0db.wav,train,2.587811952,3.243226594,0.465909399,2.587811952,0.667736727,3.243226594,/home/cxw/sonos_rirs/features/080122_5k_phase/clip2978_snr_0db.npz
11919,11919,11920,/home/cxw/GAN/own_dataset/voice_ace/Speech/M4s3.wav,7.553696145,50,50,/home/cxw/GAN/own_dataset/rirs/air/wav/air_meeting_0_0_1.wav,air_meeting,air,124,0.6585625,0.66001875,0,clip2979_snr_0db,/home/cxw/sonos_rirs/reverb_audio/080322_10K/clip2979_snr_0db.wav,test,2.093421685,1.477819344,0.313667657,2.093421685,0.124100064,1.477819344,/home/cxw/sonos_rirs/features/080122_5k_phase/clip2979_snr_0db.npz
11923,11923,11924,/home/cxw/GAN/own_dataset/voice_ace/Speech/M2s3.wav,12.22231293,387,387,/home/cxw/GAN/own_dataset/rirs/C4DM/octagonOmni/Omni/x06y08.wav,octagon,C4DM,9500,1.8779375,1.877630859,0,clip2980_snr_0db,/home/cxw/sonos_rirs/reverb_audio/080322_10K/clip2980_snr_0db.wav,train,3.977723605,2.353781353,0.893916553,3.977723605,0.393842393,2.353781353,/home/cxw/sonos_rirs/features/080122_5k_phase/clip2980_snr_0db.npz
11927,11927,11928,/home/cxw/GAN/own_dataset/voice_ace/Speech/M4s4.wav,77.58721088,178,178,/home/cxw/GAN/own_dataset/rirs/openair/st-margarets-church-national-centre-early-music/b-format/r15_3rd_configuration.wav,st-margarets-church-national-centre-early-music,openair,2600,13.5445625,13.64459215,0,clip2981_snr_0db,/home/cxw/sonos_rirs/reverb_audio/080322_10K/clip2981_snr_0db.wav,train,3.414973348,4.015500611,0.720624146,3.414973348,0.905549543,4.015500611,/home/cxw/sonos_rirs/features/080122_5k_phase/clip2981_snr_0db.npz
11931,11931,11932,/home/cxw/GAN/own_dataset/voice_ace/Speech/F4s5.wav,12.10984127,86,86,/home/cxw/GAN/own_dataset/rirs/openair/arthur-sykes-rymer-auditorium-university-york/b-format/s2r6.wav,arthur-sykes-rymer-auditorium-university-york,openair,21000,1.4060625,1.412270833,0,clip2982_snr_0db,/home/cxw/sonos_rirs/reverb_audio/080322_10K/clip2982_snr_0db.wav,train,4.322219295,2.115154001,1,4.322219295,0.320359871,2.115154001,/home/cxw/sonos_rirs/features/080122_5k_phase/clip2982_snr_0db.npz
11935,11935,11936,/home/cxw/GAN/own_dataset/voice_ace/Speech/M6s3.wav,6.366621315,510,510,/home/cxw/GAN/own_dataset/pra/080322_pra/080322_pra_room3.wav,080322_pra_room3,080322_pra,63.09573445,1.8760625,1.8760625,0,clip2983_snr_0db,/home/cxw/sonos_rirs/reverb_audio/080322_10K/clip2983_snr_0db.wav,train,1.8,2.353081223,0.223311856,1.8,0.393626796,2.353081223,/home/cxw/sonos_rirs/features/080122_5k_phase/clip2983_snr_0db.npz
11939,11939,11940,/home/cxw/GAN/own_dataset/voice_ace/Speech/F5s3.wav,5.170340136,404,404,/home/cxw/GAN/own_dataset/rirs/C4DM/octagonOmni/Omni/x09y05.wav,octagon,C4DM,9500,1.888625,1.877630859,0,clip2984_snr_0db,/home/cxw/sonos_rirs/reverb_audio/080322_10K/clip2984_snr_0db.wav,train,3.977723605,2.353781353,0.893916553,3.977723605,0.393842393,2.353781353,/home/cxw/sonos_rirs/features/080122_5k_phase/clip2984_snr_0db.npz
11943,11943,11944,/home/cxw/GAN/own_dataset/voice_ace/Speech/F2s4.wav,74.94340136,539,539,/home/cxw/GAN/own_dataset/rirs/BJUT/kxl_819_z.wav,kxl_819,BJUT,24,5.420125,5.426854167,0,clip2985_snr_0db,/home/cxw/sonos_rirs/reverb_audio/080322_10K/clip2985_snr_0db.wav,train,1.380211242,3.243023984,0.094042783,1.380211242,0.667674336,3.243023984,/home/cxw/sonos_rirs/features/080122_5k_phase/clip2985_snr_0db.npz
11947,11947,11948,/home/cxw/GAN/own_dataset/voice_ace/Speech/F3s4.wav,81.64875283,140,140,/home/cxw/GAN/own_dataset/rirs/openair/ron-cooke-hub-university-york/b-format/tsfthr.wav,ron-cooke-hub-university-york,openair,3500,0.8331875,0.832805556,0,clip2986_snr_0db,/home/cxw/sonos_rirs/reverb_audio/080322_10K/clip2986_snr_0db.wav,test,3.544068044,1.672644376,0.760377358,3.544068044,0.184094171,1.672644376,/home/cxw/sonos_rirs/features/080122_5k_phase/clip2986_snr_0db.npz
11951,11951,11952,/home/cxw/GAN/own_dataset/voice_ace/Speech/M2s5.wav,12.92294785,66,66,/home/cxw/GAN/own_dataset/rirs/air/wav/air_meeting_1_1_2.wav,air_meeting,air,124,0.660625,0.66001875,0,clip2987_snr_0db,/home/cxw/sonos_rirs/reverb_audio/080322_10K/clip2987_snr_0db.wav,train,2.093421685,1.477819344,0.313667657,2.093421685,0.124100064,1.477819344,/home/cxw/sonos_rirs/features/080122_5k_phase/clip2987_snr_0db.npz
11955,11955,11956,/home/cxw/GAN/own_dataset/voice_ace/Speech/F4s4.wav,35.92485261,350,350,/home/cxw/GAN/own_dataset/rirs/C4DM/classroomOmni/Omni/60x30y.wav,classroom,C4DM,236,1.841625,1.854630102,0,clip2988_snr_0db,/home/cxw/sonos_rirs/reverb_audio/080322_10K/clip2988_snr_0db.wav,train,2.372912003,2.343454506,0.399733455,2.372912003,0.390662361,2.343454506,/home/cxw/sonos_rirs/features/080122_5k_phase/clip2988_snr_0db.npz
11959,11959,11960,/home/cxw/GAN/own_dataset/voice_ace/Speech/M2s3.wav,12.22231293,183,183,/home/cxw/GAN/own_dataset/rirs/openair/st-margarets-church-national-centre-early-music/b-format/r17_2nd_configuration.wav,st-margarets-church-national-centre-early-music,openair,2600,13.51625,13.64459215,0,clip2989_snr_0db,/home/cxw/sonos_rirs/reverb_audio/080322_10K/clip2989_snr_0db.wav,train,3.414973348,4.015500611,0.720624146,3.414973348,0.905549543,4.015500611,/home/cxw/sonos_rirs/features/080122_5k_phase/clip2989_snr_0db.npz
11963,11963,11964,/home/cxw/GAN/own_dataset/voice_ace/Speech/M2s5.wav,12.92294785,321,321,/home/cxw/GAN/own_dataset/rirs/C4DM/classroomOmni/Omni/25x05y.wav,classroom,C4DM,236,1.8976875,1.854630102,0,clip2990_snr_0db,/home/cxw/sonos_rirs/reverb_audio/080322_10K/clip2990_snr_0db.wav,train,2.372912003,2.343454506,0.399733455,2.372912003,0.390662361,2.343454506,/home/cxw/sonos_rirs/features/080122_5k_phase/clip2990_snr_0db.npz
11967,11967,11968,/home/cxw/GAN/own_dataset/voice_ace/Speech/F1s5.wav,11.59564626,441,441,/home/cxw/GAN/own_dataset/rirs/dechorate_dataset/3_18.wav,cuboid_room,dechorate,86.4,5.32175,5.287554775,0,clip2991_snr_0db,/home/cxw/sonos_rirs/reverb_audio/080322_10K/clip2991_snr_0db.wav,train,1.936513742,3.221236976,0.265349678,1.936513742,0.660965279,3.221236976,/home/cxw/sonos_rirs/features/080122_5k_phase/clip2991_snr_0db.npz
11971,11971,11972,/home/cxw/GAN/own_dataset/voice_ace/Speech/M5s4.wav,96.99868481,424,424,/home/cxw/GAN/own_dataset/rirs/dechorate_dataset/1_3.wav,cuboid_room,dechorate,86.4,5.2951875,5.287554775,0,clip2992_snr_0db,/home/cxw/sonos_rirs/reverb_audio/080322_10K/clip2992_snr_0db.wav,val,1.936513742,3.221236976,0.265349678,1.936513742,0.660965279,3.221236976,/home/cxw/sonos_rirs/features/080122_5k_phase/clip2992_snr_0db.npz
11975,11975,11976,/home/cxw/GAN/own_dataset/voice_ace/Speech/M7s4.wav,76.17469388,517,517,/home/cxw/GAN/own_dataset/pra/080322_pra/080322_pra_room10.wav,080322_pra_room10,080322_pra,158.4893192,3.7666875,3.7666875,0,clip2993_snr_0db,/home/cxw/sonos_rirs/reverb_audio/080322_10K/clip2993_snr_0db.wav,train,2.2,2.937074533,0.346487211,2.2,0.573460755,2.937074533,/home/cxw/sonos_rirs/features/080122_5k_phase/clip2993_snr_0db.npz
11979,11979,11980,/home/cxw/GAN/own_dataset/voice_ace/Speech/M3s4.wav,78.63428571,334,334,/home/cxw/GAN/own_dataset/rirs/C4DM/classroomOmni/Omni/40x15y.wav,classroom,C4DM,236,1.8646875,1.854630102,0,clip2994_snr_0db,/home/cxw/sonos_rirs/reverb_audio/080322_10K/clip2994_snr_0db.wav,train,2.372912003,2.343454506,0.399733455,2.372912003,0.390662361,2.343454506,/home/cxw/sonos_rirs/features/080122_5k_phase/clip2994_snr_0db.npz
11983,11983,11984,/home/cxw/GAN/own_dataset/voice_ace/Speech/F4s5.wav,12.10984127,260,260,/home/cxw/GAN/own_dataset/rirs/openair/york-guildhall-council-chamber/b-format/councilchamber_s3_r4_ir_1_96000.wav,york-guildhall-council-chamber,openair,15700,4.2915625,4.3930625,0,clip2995_snr_0db,/home/cxw/sonos_rirs/reverb_audio/080322_10K/clip2995_snr_0db.wav,train,4.195899652,3.065960292,0.961101333,4.195899652,0.613149628,3.065960292,/home/cxw/sonos_rirs/features/080122_5k_phase/clip2995_snr_0db.npz
11987,11987,11988,/home/cxw/GAN/own_dataset/voice_ace/Speech/M2s3.wav,12.22231293,224,224,/home/cxw/GAN/own_dataset/rirs/openair/st-margarets-church-national-centre-early-music/b-format/r5_1st_configuration.wav,st-margarets-church-national-centre-early-music,openair,2600,14.162875,13.64459215,0,clip2996_snr_0db,/home/cxw/sonos_rirs/reverb_audio/080322_10K/clip2996_snr_0db.wav,train,3.414973348,4.015500611,0.720624146,3.414973348,0.905549543,4.015500611,/home/cxw/sonos_rirs/features/080122_5k_phase/clip2996_snr_0db.npz
11991,11991,11992,/home/cxw/GAN/own_dataset/voice_ace/Speech/M2s4.wav,74.67678005,557,557,/home/cxw/GAN/own_dataset/rirs/BJUT/tsg_427_z.wav,tsg_427,BJUT,53.3,5.4290625,5.422645833,0,clip2997_snr_0db,/home/cxw/sonos_rirs/reverb_audio/080322_10K/clip2997_snr_0db.wav,val,1.726727209,3.242374015,0.200748351,1.726727209,0.667474185,3.242374015,/home/cxw/sonos_rirs/features/080122_5k_phase/clip2997_snr_0db.npz
11995,11995,11996,/home/cxw/GAN/own_dataset/voice_ace/Speech/M9s3.wav,12.30077098,111,111,/home/cxw/GAN/own_dataset/rirs/openair/heslington-church-vaa-group-2/b-format/impulseresponseheslingtonchurch-003.wav,heslington-church-vaa-group-2,openair,9000,2.1435625,2.336839286,0,clip2998_snr_0db,/home/cxw/sonos_rirs/reverb_audio/080322_10K/clip2998_snr_0db.wav,test,3.954242509,2.537091535,0.886685822,3.954242509,0.450290635,2.537091535,/home/cxw/sonos_rirs/features/080122_5k_phase/clip2998_snr_0db.npz
11999,11999,12000,/home/cxw/GAN/own_dataset/voice_ace/Speech/F1s5.wav,11.59564626,145,145,/home/cxw/GAN/own_dataset/rirs/openair/shrine-and-parish-church-all-saints-north-street-_/b-format/r3_90_bformat.wav,shrine-and-parish-church-all-saints-north-street-_,openair,18000,19.461375,19.6765,0,clip2999_snr_0db,/home/cxw/sonos_rirs/reverb_audio/080322_10K/clip2999_snr_0db.wav,train,4.255272505,4.322219295,0.979384514,4.255272505,1,4.322219295,/home/cxw/sonos_rirs/features/080122_5k_phase/clip2999_snr_0db.npz
12003,12003,12004,/home/cxw/GAN/own_dataset/voice_ace/Speech/M7s4.wav,76.17469388,199,199,/home/cxw/GAN/own_dataset/rirs/openair/st-margarets-church-national-centre-early-music/b-format/r21_3rd_configuration.wav,st-margarets-church-national-centre-early-music,openair,2600,14.113375,13.64459215,0,clip3000_snr_0db,/home/cxw/sonos_rirs/reverb_audio/080322_10K/clip3000_snr_0db.wav,val,3.414973348,4.015500611,0.720624146,3.414973348,0.905549543,4.015500611,/home/cxw/sonos_rirs/features/080122_5k_phase/clip3000_snr_0db.npz
12007,12007,12008,/home/cxw/GAN/own_dataset/voice_ace/Speech/F2s5.wav,12.91954649,385,385,/home/cxw/GAN/own_dataset/rirs/C4DM/octagonOmni/Omni/x06y01.wav,octagon,C4DM,9500,1.9858125,1.877630859,0,clip3001_snr_0db,/home/cxw/sonos_rirs/reverb_audio/080322_10K/clip3001_snr_0db.wav,test,3.977723605,2.353781353,0.893916553,3.977723605,0.393842393,2.353781353,/home/cxw/sonos_rirs/features/080122_5k_phase/clip3001_snr_0db.npz
12011,12011,12012,/home/cxw/GAN/own_dataset/voice_ace/Speech/M7s3.wav,10.53410431,274,274,/home/cxw/GAN/own_dataset/rirs/BUT_ReverbDB/VUT_FIT_C236/MicID01/SpkID05_20190503_S/01/RIR/IR_sweep_15s_45Hzto22kHz_FS16kHz.v00.wav,VUT_FIT_C236,BUT_ReverbDB,102.1183832,0.9283125,0.93413125,0,clip3002_snr_0db,/home/cxw/sonos_rirs/reverb_audio/080322_10K/clip3002_snr_0db.wav,train,2.00910393,1.768842685,0.287702983,2.00910393,0.213717323,1.768842685,/home/cxw/sonos_rirs/features/080122_5k_phase/clip3002_snr_0db.npz
12015,12015,12016,/home/cxw/GAN/own_dataset/voice_ace/Speech/F5s4.wav,76.12503401,561,561,/home/cxw/GAN/own_dataset/rirs/BJUT/tsg_B1ltj_j.wav,tsg_B1ltj,BJUT,61.83,5.4270625,5.417270833,0,clip3003_snr_0db,/home/cxw/sonos_rirs/reverb_audio/080322_10K/clip3003_snr_0db.wav,train,1.791199246,3.241543123,0.220601766,1.791199246,0.667218322,3.241543123,/home/cxw/sonos_rirs/features/080122_5k_phase/clip3003_snr_0db.npz
12019,12019,12020,/home/cxw/GAN/own_dataset/voice_ace/Speech/F3s5.wav,12.6770068,48,48,/home/cxw/GAN/own_dataset/rirs/air/wav/air_lecture_1_1_5.wav,air_lecture,air,370.818,1.2723125,1.288351563,0,clip3004_snr_0db,/home/cxw/sonos_rirs/reverb_audio/080322_10K/clip3004_snr_0db.wav,train,2.569160807,2.038210457,0.460165995,2.569160807,0.296666,2.038210457,/home/cxw/sonos_rirs/features/080122_5k_phase/clip3004_snr_0db.npz
12023,12023,12024,/home/cxw/GAN/own_dataset/voice_ace/Speech/M6s3.wav,6.366621315,462,462,/home/cxw/GAN/own_dataset/rirs/dechorate_dataset/4_30.wav,cuboid_room,dechorate,86.4,5.30525,5.287554775,0,clip3005_snr_0db,/home/cxw/sonos_rirs/reverb_audio/080322_10K/clip3005_snr_0db.wav,train,1.936513742,3.221236976,0.265349678,1.936513742,0.660965279,3.221236976,/home/cxw/sonos_rirs/features/080122_5k_phase/clip3005_snr_0db.npz
12027,12027,12028,/home/cxw/GAN/own_dataset/voice_ace/Speech/F4s5.wav,12.10984127,162,162,/home/cxw/GAN/own_dataset/rirs/openair/st-margarets-church-national-centre-early-music/b-format/r10_2nd_configuration.wav,st-margarets-church-national-centre-early-music,openair,2600,13.1729375,13.64459215,0,clip3006_snr_0db,/home/cxw/sonos_rirs/reverb_audio/080322_10K/clip3006_snr_0db.wav,val,3.414973348,4.015500611,0.720624146,3.414973348,0.905549543,4.015500611,/home/cxw/sonos_rirs/features/080122_5k_phase/clip3006_snr_0db.npz
12031,12031,12032,/home/cxw/GAN/own_dataset/voice_ace/Speech/F4s5.wav,12.10984127,471,471,/home/cxw/GAN/own_dataset/rirs/dechorate_dataset/5_23.wav,cuboid_room,dechorate,86.4,5.271,5.287554775,0,clip3007_snr_0db,/home/cxw/sonos_rirs/reverb_audio/080322_10K/clip3007_snr_0db.wav,test,1.936513742,3.221236976,0.265349678,1.936513742,0.660965279,3.221236976,/home/cxw/sonos_rirs/features/080122_5k_phase/clip3007_snr_0db.npz
12035,12035,12036,/home/cxw/GAN/own_dataset/voice_ace/Speech/M7s4.wav,76.17469388,216,216,/home/cxw/GAN/own_dataset/rirs/openair/st-margarets-church-national-centre-early-music/b-format/r2_2nd_configuration.wav,st-margarets-church-national-centre-early-music,openair,2600,13.279375,13.64459215,0,clip3008_snr_0db,/home/cxw/sonos_rirs/reverb_audio/080322_10K/clip3008_snr_0db.wav,train,3.414973348,4.015500611,0.720624146,3.414973348,0.905549543,4.015500611,/home/cxw/sonos_rirs/features/080122_5k_phase/clip3008_snr_0db.npz
12039,12039,12040,/home/cxw/GAN/own_dataset/voice_ace/Speech/M3s5.wav,13.62249433,529,529,/home/cxw/GAN/own_dataset/pra/080322_pra/080322_pra_room22.wav,080322_pra_room22,080322_pra,501.1872336,4.2743125,4.2743125,0,clip3009_snr_0db,/home/cxw/sonos_rirs/reverb_audio/080322_10K/clip3009_snr_0db.wav,test,2.7,3.043000639,0.500456405,2.7,0.606079469,3.043000639,/home/cxw/sonos_rirs/features/080122_5k_phase/clip3009_snr_0db.npz
12043,12043,12044,/home/cxw/GAN/own_dataset/voice_ace/Speech/F5s5.wav,10.45868481,51,51,/home/cxw/GAN/own_dataset/rirs/air/wav/air_meeting_0_0_2.wav,air_meeting,air,124,0.66475,0.66001875,0,clip3010_snr_0db,/home/cxw/sonos_rirs/reverb_audio/080322_10K/clip3010_snr_0db.wav,val,2.093421685,1.477819344,0.313667657,2.093421685,0.124100064,1.477819344,/home/cxw/sonos_rirs/features/080122_5k_phase/clip3010_snr_0db.npz
12047,12047,12048,/home/cxw/GAN/own_dataset/voice_ace/Speech/F4s4.wav,35.92485261,353,353,/home/cxw/GAN/own_dataset/rirs/C4DM/classroomOmni/Omni/60x45y.wav,classroom,C4DM,236,1.8403125,1.854630102,0,clip3011_snr_0db,/home/cxw/sonos_rirs/reverb_audio/080322_10K/clip3011_snr_0db.wav,train,2.372912003,2.343454506,0.399733455,2.372912003,0.390662361,2.343454506,/home/cxw/sonos_rirs/features/080122_5k_phase/clip3011_snr_0db.npz
12051,12051,12052,/home/cxw/GAN/own_dataset/voice_ace/Speech/M4s3.wav,7.553696145,32,32,/home/cxw/GAN/own_dataset/rirs/air/wav/air_lecture_0_1_1.wav,air_lecture,air,370.818,1.33675,1.288351563,0,clip3012_snr_0db,/home/cxw/sonos_rirs/reverb_audio/080322_10K/clip3012_snr_0db.wav,val,2.569160807,2.038210457,0.460165995,2.569160807,0.296666,2.038210457,/home/cxw/sonos_rirs/features/080122_5k_phase/clip3012_snr_0db.npz
12055,12055,12056,/home/cxw/GAN/own_dataset/voice_ace/Speech/F5s4.wav,76.12503401,84,84,/home/cxw/GAN/own_dataset/rirs/openair/arthur-sykes-rymer-auditorium-university-york/b-format/s1r7.wav,arthur-sykes-rymer-auditorium-university-york,openair,21000,1.415,1.412270833,0,clip3013_snr_0db,/home/cxw/sonos_rirs/reverb_audio/080322_10K/clip3013_snr_0db.wav,test,4.322219295,2.115154001,1,4.322219295,0.320359871,2.115154001,/home/cxw/sonos_rirs/features/080122_5k_phase/clip3013_snr_0db.npz
12059,12059,12060,/home/cxw/GAN/own_dataset/voice_ace/Speech/F2s5.wav,12.91954649,385,385,/home/cxw/GAN/own_dataset/rirs/C4DM/octagonOmni/Omni/x06y01.wav,octagon,C4DM,9500,1.9858125,1.877630859,0,clip3014_snr_0db,/home/cxw/sonos_rirs/reverb_audio/080322_10K/clip3014_snr_0db.wav,train,3.977723605,2.353781353,0.893916553,3.977723605,0.393842393,2.353781353,/home/cxw/sonos_rirs/features/080122_5k_phase/clip3014_snr_0db.npz
12063,12063,12064,/home/cxw/GAN/own_dataset/voice_ace/Speech/M5s5.wav,16.13283447,45,45,/home/cxw/GAN/own_dataset/rirs/air/wav/air_lecture_1_1_2.wav,air_lecture,air,370.818,1.3166875,1.288351563,0,clip3015_snr_0db,/home/cxw/sonos_rirs/reverb_audio/080322_10K/clip3015_snr_0db.wav,train,2.569160807,2.038210457,0.460165995,2.569160807,0.296666,2.038210457,/home/cxw/sonos_rirs/features/080122_5k_phase/clip3015_snr_0db.npz
12067,12067,12068,/home/cxw/GAN/own_dataset/voice_ace/Speech/M4s5.wav,10.38770975,217,217,/home/cxw/GAN/own_dataset/rirs/openair/st-margarets-church-national-centre-early-music/b-format/r2_3rd_configuration.wav,st-margarets-church-national-centre-early-music,openair,2600,13.657125,13.64459215,0,clip3016_snr_0db,/home/cxw/sonos_rirs/reverb_audio/080322_10K/clip3016_snr_0db.wav,train,3.414973348,4.015500611,0.720624146,3.414973348,0.905549543,4.015500611,/home/cxw/sonos_rirs/features/080122_5k_phase/clip3016_snr_0db.npz
